N,k_per_token,F_rd,d_eff,load,rho_blk,coherence,welch_floor,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,leverage,log_alignment,S,feasible
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,0,0.44745912590961706,2.2322064646549316,0.22341817571978825,1.0011802377948729,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,1,0.44762789170498424,2.013604541225361,0.223607070512949,1.1094524113198743,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,2,0.4305364170820333,2.3251289974774574,0.2050109530761787,0.9989483992009082,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,3,0.48153671634288575,2.2857433585377125,0.2638061954927186,0.9085380626285308,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,4,0.4396459456911127,2.260715297632609,0.21478924288621878,1.0061229473630773,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,5,0.41966337246008734,2.2554785062032354,0.19372716963216408,1.0564774723056538,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,6,0.410138420294109,2.1626299885965987,0.18417951028271098,1.1274241274880412,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,7,0.40714329233678853,2.353156494695428,0.18124093347151726,1.0437630183350495,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,8,0.3292738884920863,2.426823617913757,0.11476156026200665,1.2514240433564605,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,9,0.4211003578508305,2.1774700318380784,0.19519467462571752,1.0905917371014655,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,10,0.40590143146503194,2.182005056173715,0.1800313478041904,1.1290772699401914,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,11,0.4002014669735865,2.4408800591665094,0.17454532719243615,1.0237051410675528,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,12,0.41778237376766214,2.242577252132875,0.19181703064935574,1.0673392352544802,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,13,0.47164795915913993,2.178023245317464,0.25160963991026225,0.9734631808376296,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,14,0.3392016929766258,2.3072085217498626,0.12223293386688741,1.2777772210618856,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,15,0.39517799922482455,2.3278664297335565,0.16979907269133548,1.0870491594012088,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,16,0.3819810033950245,2.405471384244187,0.15771810363729288,1.0883235827457451,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,17,0.42441586200865034,2.1844940505334374,0.19860805341271165,1.0785928251412082,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,18,0.40759261913451345,2.277602539195084,0.18167985453641464,1.0771985265154922,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,19,0.47342497095202224,2.1073761730643588,0.2537718492806646,1.002320870449383,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,20,0.5042137180856875,2.120763128777763,0.29334001312789465,0.9351756247778581,True
8,1,128,32,4.0,16.0,0.647105585559266,0.15369465587356798,25.353790511340456,128,5.048554769068834,21,0.37419427109367276,2.242577252132875,0.15084771855365925,1.1916684828356205,True
