cell,F,d_eff_nominal,N,s,geometry,monitor_angle_deg,monitor_rank,superposed,load,coherence,welch_floor,coherence_gap,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,log_alignment,leverage,delta_read,delta_input,feasible
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,4,0.4529019198600363,0.22956430658306537,1.4142136734679998,1.5612800357693826,1.5612800357693826,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,5,0.3906063565053304,0.1655509635206004,1.4142137315967258,1.8102795430700904,1.8102795430700904,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,6,0.4194769905433539,0.19353735407362832,1.414213608034732,1.6856866390688208,1.6856866390688208,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,7,0.36933388277077966,0.14665428459722224,1.4142135948438666,1.9145461544074338,1.9145461544074338,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,8,0.46248877599895066,0.2406660117721318,1.4142137014803728,1.5289164804175048,1.5289164804175048,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,9,0.4902366442836924,0.2748737403349226,1.4142135984720219,1.4423784337261674,1.4423784337261674,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,10,0.42805293178377957,0.20239689966188096,1.4142135542688523,1.6519143608992883,1.6519143608992883,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,11,0.4875704245831978,0.2714477896580359,1.4142136769728093,1.4502658246573692,1.4502658246573692,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,12,0.4758890417211781,0.25679131627013047,1.4142136275635877,1.4858647428271619,1.4858647428271619,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,13,0.41487321689750745,0.1888868042640291,1.4142136245455683,1.704392381335621,1.704392381335621,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,14,0.48019152090715944,0.2621233592639501,1.4142136275635877,1.4725515087302326,1.4725515087302326,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,15,0.4648291174973781,0.24343058421941857,1.4142136711812265,1.5212186589977865,1.5212186589977865,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,16,0.3878223228269787,0.16299687202695093,1.4142135863005891,1.8232750607763908,1.8232750607763908,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,17,0.4375575876256427,0.21252097430177116,1.4142135214721792,1.6160314016585613,1.6160314016585613,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,18,0.45617412259132806,0.23331362933900376,1.4142136567654497,1.5500807673473576,1.5500807673473576,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,19,0.47827424189309975,0.2597378421321131,1.4142135542688523,1.478454667430566,1.478454667430566,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,20,0.4778794563777231,0.25924853068729525,1.4142135948438666,1.4796760051393678,1.4796760051393678,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,21,0.42696783638139657,0.20126163295869445,1.4142135256850412,1.656112566987222,1.656112566987222,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,22,0.4734813010170684,0.2538405994684172,1.4142136384262203,1.4934206306375268,1.4934206306375268,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,23,0.4810878776351443,0.2632438610088651,1.4142136711812265,1.4698078244215367,1.4698078244215367,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,24,0.4820584474169982,0.2644609116407746,1.4142135214721792,1.4668486890456518,1.4668486890456518,True
4,32,32,32,0.05,random,30.0,4,False,1.0,0.4784378249410763,0.0,0.4784378249410763,16.45031964663816,32,1.9452509548371981,0,0.37248763330287826,0.14936701626956797,1.3148524888014637,2.0417901700360157,2.0417901700360157,True
4,32,32,32,0.05,random,30.0,4,False,1.0,0.4784378249410763,0.0,0.4784378249410763,16.45031964663816,32,1.9452509548371981,1,0.35099555708065505,0.1314739461516611,1.3549934290818826,2.102621939468805,2.102621939468805,True
