cell,F,d_eff_nominal,N,s,geometry,monitor_angle_deg,superposed,load,coherence,welch_floor,coherence_gap,rho_rd,d_eff_meas,f_eff_meas,gamma_r_mean,log_alignment_mean,delta_read_median,delta_read_mean,delta_input_median,infeasible_frac
109,128,32,32,0.02,random,30.0,True,4.0,0.6090476726519305,0.15369465587356798,0.4553530167783625,5.103739137444915,25.079651712779473,128,0.4405171153669086,0.21776912465684645,1.0324108793849107,1.042955124792246,1.0324108793849107,0.0
110,128,32,32,0.02,random,45.0,True,4.0,0.6192508393129141,0.15369465587356798,0.4655561834393461,5.2446724957487625,24.405718393999724,128,0.6104234479738405,0.4786070207916865,0.7342859453532979,0.7334894163197061,0.7342859453532979,0.0
111,128,32,32,0.05,random,15.0,True,4.0,0.6082974603322964,0.15369465587356798,0.45460280445872836,5.049236617845857,25.350366736151955,128,0.2160978478986816,0.048279539512614246,2.0751432145930404,2.1003438188383776,2.0751432145930404,0.0
112,128,32,32,0.05,random,30.0,True,4.0,0.6120268194246282,0.15369465587356798,0.4583321635510602,5.0897034054831565,25.148813163082377,128,0.41376211605514895,0.1913478476194606,1.085334863179595,1.0858924160788948,1.085334863179595,0.0
113,128,32,32,0.05,random,45.0,True,4.0,0.6121675656609129,0.15369465587356798,0.4584729097873449,5.046056026707469,25.36634538390559,128,0.6268163545591041,0.5066699381294559,0.7199618953449056,0.7212822242153827,0.7199618953449056,0.0
114,128,32,32,0.1,random,15.0,True,4.0,0.6588145279917,0.15369465587356798,0.505119872118132,5.073879134014579,25.227246573909465,128,0.2163559342718932,0.04827574342215978,2.054074316718181,2.063199894835495,2.054074316718181,0.0
115,128,32,32,0.1,random,30.0,True,4.0,0.6616676666872916,0.15369465587356798,0.5079730108137236,5.110703158511987,25.045477311045396,128,0.4314696094056737,0.2092340072123494,1.03477062852386,1.0452967902068735,1.03477062852386,0.0
116,128,32,32,0.1,random,45.0,True,4.0,0.6350547117387265,0.15369465587356798,0.4813600558651585,5.097696663638732,25.109379479757763,128,0.6285908925514251,0.5111578802477017,0.7157230277998217,0.7208980923257919,0.7157230277998217,0.0
117,128,64,64,0.02,random,15.0,True,2.0,0.44983938943482626,0.08873565094161137,0.36110373849321487,3.086361241925866,41.47278622515651,128,0.20283740477132256,0.042218499080979945,2.8264917150165787,2.8472368064758546,2.8264917150165787,0.0
118,128,64,64,0.02,random,30.0,True,2.0,0.47812589486892,0.08873565094161137,0.3893902439273086,3.0154728842427776,42.447737026208536,128,0.4176118150401491,0.19320256803417776,1.411600513416564,1.4103795904341168,1.411600513416564,0.0
119,128,64,64,0.02,random,45.0,True,2.0,0.5037173417035854,0.08873565094161137,0.414981690761974,3.119468823847477,41.03262677975025,128,0.6064865408290809,0.4632334116878723,0.9551672251163734,0.9554055475089734,0.9551672251163734,0.0
120,128,64,64,0.05,random,15.0,True,2.0,0.4507735504051036,0.08873565094161137,0.3620378994634922,3.0709975926771973,41.68026712401741,128,0.20374238105726244,0.04261722603403127,2.842901465188481,2.8682105830819533,2.842901465188481,0.0
121,128,64,64,0.05,random,30.0,True,2.0,0.4247363599244922,0.08873565094161137,0.3360007089828808,3.0643262153711746,41.77100967838558,128,0.40149539682243446,0.17668435472322813,1.4364161200530896,1.4338241381539842,1.4364161200530896,0.0
122,128,64,64,0.05,random,45.0,True,2.0,0.43247352836581776,0.08873565094161137,0.34373787742420636,3.082390518149838,41.52621131109313,128,0.6006873984032831,0.4523176451269036,0.9581420915919256,0.972776623057564,0.9581420915919256,0.0
123,128,64,64,0.1,random,15.0,True,2.0,0.43226883985751813,0.08873565094161137,0.3435331889159068,3.076638895530259,41.60384248731901,128,0.2064124417414141,0.04382968074865379,2.869230155953516,2.8368654294130438,2.869230155953516,0.0
124,128,64,64,0.1,random,30.0,True,2.0,0.4764480219040147,0.08873565094161137,0.3877123709624033,3.0489322894154247,41.98190968174685,128,0.40755906052943863,0.18275992669737146,1.4158282511972515,1.4261584451351614,1.4158282511972515,0.0
125,128,64,64,0.1,random,45.0,True,2.0,0.4745543237908963,0.08873565094161137,0.38581867284928495,3.005948449818116,42.58223390615532,128,0.605140979948193,0.4594371430420662,0.9616631012621766,0.9637257319053643,0.9616631012621766,0.0
126,128,128,128,0.02,random,15.0,False,1.0,0.31512447866107995,0.0,0.31512447866107995,2.112247112065784,60.598970295107,128,0.18223180318868484,0.03400595322625357,3.8964918142728213,3.898201129608217,3.8964918142728213,0.0
127,128,128,128,0.02,random,30.0,False,1.0,0.34759811288895265,0.0,0.34759811288895265,2.1012390485569608,60.916438844930475,128,0.3637559645797265,0.14267634726929052,1.9491229088186526,1.9547605237154961,1.9491229088186526,0.0
128,128,128,128,0.02,random,45.0,False,1.0,0.3369007155819169,0.0,0.3369007155819169,2.0928862621093383,61.15955860448613,128,0.5728997711722765,0.4014864331957314,1.2425168697302131,1.2528612658010092,1.2425168697302131,0.0
129,128,128,128,0.05,random,15.0,False,1.0,0.34776089105795316,0.0,0.34776089105795316,2.058903274287581,62.169020564742354,128,0.1795647166425098,0.03292414396909297,3.9333384762056385,3.952463667619918,3.9333384762056385,0.0
130,128,128,128,0.05,random,30.0,False,1.0,0.32875219502378433,0.0,0.32875219502378433,2.0677940681791,61.90171544147858,128,0.365887189325512,0.14440284900266387,1.9272480290801712,1.9363604413647608,1.9272480290801712,0.0
131,128,128,128,0.05,random,45.0,False,1.0,0.3540869144169896,0.0,0.3540869144169896,2.050041356959004,62.43776476288898,128,0.5647618091482736,0.38720113153771263,1.262879163581435,1.2616417089929939,1.262879163581435,0.0
132,128,128,128,0.1,random,15.0,False,1.0,0.33091260311634496,0.0,0.33091260311634496,2.0758050956266616,61.66282194300052,128,0.18180927422486903,0.03378251181095808,3.8606711753978455,3.8670209322274163,3.8606711753978455,0.0
133,128,128,128,0.1,random,30.0,False,1.0,0.31405234609877364,0.0,0.31405234609877364,2.057287855650294,62.21783677400853,128,0.36616910547179565,0.1446191648700516,1.9194777194526487,1.9191607481661461,1.9194777194526487,0.0
134,128,128,128,0.1,random,45.0,False,1.0,0.34984329505156286,0.0,0.34984329505156286,2.0687779949448433,61.872274508320395,128,0.5535094334604189,0.3674716773456007,1.2717841471902662,1.2842001151166003,1.2717841471902662,0.0
135,256,8,8,0.02,random,15.0,True,32.0,0.9745289378170808,0.34866692910423897,0.6258620087128419,33.16961574952325,7.717906711164704,256,0.1871238847450939,0.03768827815183301,0.8993051989007099,0.9848065706923474,0.8993051989007099,0.0
136,256,8,8,0.02,random,30.0,True,32.0,0.9744805677710952,0.34866692910423897,0.6258136386668562,33.120539278959,7.72934274541336,256,0.35561563144876407,0.14589135378633955,0.4990320223462641,0.5457685859808137,0.4990320223462641,0.0
137,256,8,8,0.02,random,45.0,True,32.0,0.9610613935630049,0.34866692910423897,0.612394464458766,32.88781226057282,7.784038596781419,256,0.5005649705526752,0.3238569376956054,0.32586037030529214,0.3820935671166738,0.32586037030529214,0.0
138,256,8,8,0.05,random,15.0,True,32.0,0.9466892819307238,0.34866692910423897,0.5980223528264847,33.00258763411268,7.756967509280668,256,0.19395176826206414,0.04077488111271932,0.8380046639442922,0.9911612128098826,0.8380046639442922,0.0
139,256,8,8,0.05,random,30.0,True,32.0,0.9821810873412389,0.34866692910423897,0.6335141582369999,32.96832887478561,7.765028096276679,256,0.379993143552168,0.16583977105030354,0.4419238886720678,0.48106785888453996,0.4419238886720678,0.0
140,256,8,8,0.05,random,45.0,True,32.0,0.9588759738610793,0.34866692910423897,0.6102090447568402,32.92807580914088,7.774520487739342,256,0.5198534130685686,0.34694263284813753,0.3251117756950468,0.3655699516292335,0.3251117756950468,0.0
141,256,8,8,0.1,random,15.0,True,32.0,0.9596639165653645,0.34866692910423897,0.6109969874611256,32.804117825353075,7.803898320415956,256,0.19118039682840507,0.038827795973773435,0.8765087718471287,0.951539371013177,0.8765087718471287,0.0
142,256,8,8,0.1,random,30.0,True,32.0,0.9796977248915818,0.34866692910423897,0.6310307957873429,33.28653448794708,7.6907976134522675,256,0.3788611736701136,0.16759311728578385,0.43816291575496347,0.5060039913908592,0.43816291575496347,0.0
143,256,8,8,0.1,random,45.0,True,32.0,0.9539608620781216,0.34866692910423897,0.6052939329738827,32.65610172733244,7.839270043237697,256,0.5187980691781952,0.349533379933852,0.30787159081595583,0.3670779647997374,0.30787159081595583,0.0
144,256,16,16,0.02,random,15.0,True,16.0,0.8217568417126885,0.24253562503633297,0.5792212166763555,16.934327271782735,15.117222898282277,256,0.2264975740086102,0.05332146666585717,1.0520238689538097,1.0968145202001505,1.0520238689538097,0.0
145,256,16,16,0.02,random,30.0,True,16.0,0.8428239821730663,0.24253562503633297,0.6002883571367333,17.26260784923425,14.829740803696463,256,0.44529283632464034,0.22526753459467294,0.5378692715808374,0.5525164593998446,0.5378692715808374,0.0
146,256,16,16,0.02,random,45.0,True,16.0,0.8366097180808801,0.24253562503633297,0.5940740930445472,17.119889933311306,14.953367165164059,256,0.6189211316576878,0.49282428374324266,0.37897716349140875,0.3927348035687642,0.37897716349140875,0.0
147,256,16,16,0.05,random,15.0,True,16.0,0.8400090086293015,0.24253562503633297,0.5974733835929685,16.888267783057177,15.158452204128771,256,0.22558738632799705,0.052930446499568164,1.0536883540731772,1.1004512101421484,1.0536883540731772,0.0
148,256,16,16,0.05,random,30.0,True,16.0,0.8111645472710817,0.24253562503633297,0.5686289222347487,17.00608052841557,15.053439243231146,256,0.4340529518458827,0.21129927994017952,0.5513074366481536,0.5642462398113836,0.5513074366481536,0.0
149,256,16,16,0.05,random,45.0,True,16.0,0.869786346788894,0.24253562503633297,0.627250721752561,16.954956141289067,15.098829974356784,256,0.6214691538436172,0.4993833320391564,0.38597161350488485,0.3955485348193578,0.38597161350488485,0.0
150,256,16,16,0.1,random,15.0,True,16.0,0.8583440074575104,0.24253562503633297,0.6158083824211774,17.25841385362682,14.833344603461466,256,0.22225544750179194,0.0513086941592551,1.0637505349025933,1.1004115492392774,1.0637505349025933,0.0
151,256,16,16,0.1,random,30.0,True,16.0,0.8099047922772421,0.24253562503633297,0.5673691672409091,16.930676190792653,15.120482910140325,256,0.41431400891618847,0.1914751867832276,0.5661008023716674,0.586873531232115,0.5661008023716674,0.0
152,256,16,16,0.1,random,45.0,True,16.0,0.8328096340687905,0.24253562503633297,0.5902740090324575,17.112016604489533,14.960247288027729,256,0.6197909365147448,0.49374504149287357,0.39411651953891524,0.39650143438515095,0.39411651953891524,0.0
153,256,32,32,0.02,random,15.0,True,8.0,0.630044752414935,0.1656833739159028,0.46436137849903214,9.105882190164838,28.11369559299842,256,0.23179527223253213,0.055477316478750906,1.4547754829783046,1.452601336171675,1.4547754829783046,0.0
154,256,32,32,0.02,random,30.0,True,8.0,0.680998165300636,0.1656833739159028,0.5153147913847331,9.107964608985208,28.107267758534146,256,0.4539318433100587,0.23236149420234953,0.7435043757832209,0.7406018927205996,0.7435043757832209,0.0
155,256,32,32,0.02,random,45.0,True,8.0,0.705165831264608,0.1656833739159028,0.5394824573487051,9.088205651248218,28.16837666573266,256,0.6307180378036266,0.5142340391915019,0.5220291166527012,0.5264413827961062,0.5220291166527012,0.0
156,256,32,32,0.05,random,15.0,True,8.0,0.6158568291829355,0.1656833739159028,0.4501734552670327,9.045518310428331,28.30130803061496,256,0.23410558016766486,0.056683277746687175,1.4317920934335315,1.4530398621448477,1.4317920934335315,0.0
157,256,32,32,0.05,random,30.0,True,8.0,0.6553713117628767,0.1656833739159028,0.48968793784697384,9.165345564932544,27.93129819125201,256,0.4491051510207969,0.22740247088008259,0.7314992578435868,0.7453159235984829,0.7314992578435868,0.0
158,256,32,32,0.05,random,45.0,True,8.0,0.6624148918710372,0.1656833739159028,0.49673151795513437,8.997457568138781,28.45248205521199,256,0.6411034189034504,0.5352514917714104,0.5193296460734448,0.5220998406007378,0.5193296460734448,0.0
159,256,32,32,0.1,random,15.0,True,8.0,0.6358764666533705,0.1656833739159028,0.4701930927374677,9.110725009404751,28.098751716876347,256,0.22789919232921513,0.05365663939068673,1.4375007185924602,1.4618433182805386,1.4375007185924602,0.0
160,256,32,32,0.1,random,30.0,True,8.0,0.6831853178284598,0.1656833739159028,0.517501943912557,9.11418031447974,28.08809911224728,256,0.4460790428062348,0.22372193280963013,0.7518583946612711,0.7588817307631375,0.7518583946612711,0.0
161,256,32,32,0.1,random,45.0,True,8.0,0.6688170256706312,0.1656833739159028,0.5031336517547284,8.997778285457834,28.4514678933294,256,0.6532437715961874,0.5614045283834217,0.5117934316206897,0.5139104578185566,0.5117934316206897,0.0
162,256,64,64,0.02,random,15.0,True,4.0,0.5155975815780686,0.10846522890932808,0.4071323526687405,5.2295037878421855,48.95301932760078,256,0.22662931663612312,0.052938038277160725,1.9848333536605762,1.9829790150835513,1.9848333536605762,0.0
163,256,64,64,0.02,random,30.0,True,4.0,0.47309179929726725,0.10846522890932808,0.36462657038793916,5.1809172173400775,49.412100070464426,256,0.4393257366187823,0.21587299260313714,1.0186685917032285,1.0247521377293363,1.0186685917032285,0.0
164,256,64,64,0.02,random,45.0,True,4.0,0.48746824166004854,0.10846522890932808,0.37900301275072046,5.142621381761755,49.780059816944906,256,0.6460695000351017,0.5440159532339204,0.6916482080265269,0.6952670159083415,0.6916482080265269,0.0
165,256,64,64,0.05,random,15.0,True,4.0,0.46505908683386105,0.10846522890932808,0.35659385792453296,5.063203121043742,50.56087892978457,256,0.2276004917795323,0.053310617369476475,1.982524334682053,1.9987575971157807,1.982524334682053,0.0
166,256,64,64,0.05,random,30.0,True,4.0,0.506675262210956,0.10846522890932808,0.39821003330162796,5.120005909274361,49.99994229230918,256,0.45066277032417784,0.22848494142249653,1.0034805138462346,1.0011112965316205,1.0034805138462346,0.0
167,256,64,64,0.05,random,45.0,True,4.0,0.5322736736271709,0.10846522890932808,0.42380844471784285,5.102657167010725,50.16993923383094,256,0.6390605503237059,0.528632085878832,0.7036717245167423,0.7051977761847035,0.7036717245167423,0.0
168,256,64,64,0.1,random,15.0,True,4.0,0.5223531468370317,0.10846522890932808,0.41388791792770363,5.096379009749936,50.23174287278158,256,0.22932736049929292,0.054187633528729816,1.976916090750712,1.9928060448743765,1.976916090750712,0.0
169,256,64,64,0.1,random,30.0,True,4.0,0.5012065220829603,0.10846522890932808,0.39274129317363227,5.147677036143378,49.73116965235922,256,0.4568552612128861,0.23488230761097845,0.9852391420098208,0.994817328193762,0.9852391420098208,0.0
170,256,64,64,0.1,random,45.0,True,4.0,0.49317581549734846,0.10846522890932808,0.3847105865880204,5.100178997759474,50.19431673132682,256,0.6428115524558436,0.536190840523401,0.7023420793862103,0.6968146690881848,0.7023420793862103,0.0
171,256,128,128,0.02,random,15.0,True,2.0,0.37016934294735443,0.06262242910851495,0.3075469138388395,3.180926914125653,80.4796862396215,256,0.20891599370532177,0.04477972881637506,2.751523785688483,2.7611368908868266,2.751523785688483,0.0
172,256,128,128,0.02,random,30.0,True,2.0,0.36052880460321957,0.06262242910851495,0.2979063754947046,3.200894466765236,79.9776445796755,256,0.4199764328955437,0.19500475587713748,1.376204800271299,1.368018390302111,1.376204800271299,0.0
173,256,128,128,0.02,random,45.0,True,2.0,0.35318838478741366,0.06262242910851495,0.2905659556788987,3.143464433702976,81.4388091225941,256,0.6173813410818411,0.48150869026872645,0.9406397403704492,0.940816092457349,0.9406397403704492,0.0
174,256,128,128,0.05,random,15.0,True,2.0,0.34645868658832396,0.06262242910851495,0.283836257479809,3.121397102199671,82.01455682123718,256,0.2118631791118933,0.046034275803280435,2.766325320276409,2.7538217123653537,2.766325320276409,0.0
175,256,128,128,0.05,random,30.0,True,2.0,0.35407317160716345,0.06262242910851495,0.2914507424986485,3.1299542298344973,81.79033340482314,256,0.4112559827726421,0.18589796067339404,1.4206087222736814,1.4130112191938209,1.4206087222736814,0.0
176,256,128,128,0.05,random,45.0,True,2.0,0.3628987465302893,0.06262242910851495,0.30027631742177435,3.1714582951714942,80.71996418485364,256,0.6237853254988176,0.4948044008412489,0.931339528075448,0.9355607440805068,0.931339528075448,0.0
177,256,128,128,0.1,random,15.0,True,2.0,0.3362483395877139,0.06262242910851495,0.27362591047919893,3.1115956145439796,82.27290165965802,256,0.20975961089041487,0.045119158127197925,2.768893824436354,2.769887678246189,2.768893824436354,0.0
178,256,128,128,0.1,random,30.0,True,2.0,0.3581239996029152,0.06262242910851495,0.29550157049440023,3.1167861020960297,82.13588986034067,256,0.41912365156082815,0.19382319063838968,1.3801555001965964,1.3874192384304147,1.3801555001965964,0.0
179,256,128,128,0.1,random,45.0,True,2.0,0.373715331415761,0.06262242910851495,0.31109290230724607,3.1324922247039235,81.72406557982649,256,0.6245906679250861,0.49681806353198626,0.910986585506354,0.9236820663275228,0.910986585506354,0.0
180,512,8,8,0.02,random,15.0,True,64.0,0.9746332026520967,0.3511234415883917,0.623509761063705,65.61240326238385,7.803402627282424,512,0.18124003901599167,0.03642227931040743,0.6710785492064792,0.7672638695630685,0.6710785492064792,0.0
181,512,8,8,0.02,random,30.0,True,64.0,0.9743620647144848,0.3511234415883917,0.6232386231260931,65.59073469933524,7.8059805603182095,512,0.3625409773339265,0.14925739218813466,0.33616419855769053,0.3576166354785184,0.33616419855769053,0.0
182,512,8,8,0.02,random,45.0,True,64.0,0.9783340352906942,0.3511234415883917,0.6272105937023025,65.37247930204944,7.832041945882702,512,0.5161296273441558,0.3474850593647729,0.22397720330477966,0.26279720718326793,0.22397720330477966,0.0
183,512,8,8,0.05,random,15.0,True,64.0,0.979143647683407,0.3511234415883917,0.6280202060950153,65.0774623617096,7.867547095709305,512,0.18821185851359684,0.038840352022490025,0.6268961205967294,0.7338498908003899,0.6268961205967294,0.0
184,512,8,8,0.05,random,30.0,True,64.0,0.9877689200569457,0.3511234415883917,0.636645478468554,64.82724021269965,7.897914492736638,512,0.35613354140462455,0.14805015571177998,0.3437582215599664,0.38796500406156226,0.3437582215599664,0.0
185,512,8,8,0.05,random,45.0,True,64.0,0.9797662197643089,0.3511234415883917,0.6286427781759172,65.53386726357883,7.812754250267627,512,0.5208552376615377,0.3475461496548593,0.23071782535626514,0.25963754800345107,0.23071782535626514,0.0
186,512,8,8,0.1,random,15.0,True,64.0,0.9747027237252616,0.3511234415883917,0.6235792821368699,64.71465340606362,7.911654827035305,512,0.1909445212241469,0.039743797625261645,0.6249914077483292,0.717484235799539,0.6249914077483292,0.0
187,512,8,8,0.1,random,30.0,True,64.0,0.9771682261587451,0.3511234415883917,0.6260447845703534,64.93686694798575,7.884581194995296,512,0.362699641480072,0.15149154301771162,0.33199529473621237,0.36681465911678685,0.33199529473621237,0.0
188,512,8,8,0.1,random,45.0,True,64.0,0.971068130405911,0.3511234415883917,0.6199446888175193,65.12486787181808,7.861820173021205,512,0.49843201728521364,0.32709566262221323,0.2292083283434544,0.28842212307738446,0.2292083283434544,0.0
189,512,16,16,0.02,random,15.0,True,32.0,0.8546612839094968,0.24630339428279313,0.6083578896267037,33.31721996197342,15.367428632532087,512,0.22296767277865367,0.05161047181525792,0.7846103267988531,0.7939896529350416,0.7846103267988531,0.0
190,512,16,16,0.02,random,30.0,True,32.0,0.8917730110293686,0.24630339428279313,0.6454696167465754,33.025004475499436,15.503404409220963,512,0.43279153947651416,0.21141438252592293,0.39778107616952474,0.4085967793387722,0.39778107616952474,0.0
191,512,16,16,0.02,random,45.0,True,32.0,0.8806682765668189,0.24630339428279313,0.6343648822840258,33.50747254015384,15.280173680257212,512,0.6139544450313208,0.48818981422493957,0.2757339917744681,0.28730499722140845,0.2757339917744681,0.0
192,512,16,16,0.05,random,15.0,True,32.0,0.8484897739760473,0.24630339428279313,0.6021863796932542,33.14491890802227,15.447314908834413,512,0.22938210477636972,0.0546637221609725,0.7422533097489418,0.7642924612729496,0.7422533097489418,0.0
193,512,16,16,0.05,random,30.0,True,32.0,0.8809104027639313,0.24630339428279313,0.6346070084811382,33.54979887907608,15.26089625292263,512,0.4331855077906647,0.21124480193654102,0.4037165170640268,0.410092137117653,0.4037165170640268,0.0
194,512,16,16,0.05,random,45.0,True,32.0,0.8495741268436939,0.24630339428279313,0.6032707325609008,33.16347361998275,15.43867225330379,512,0.638738396289661,0.5330327574285492,0.2728588142651123,0.27409366677322405,0.2728588142651123,0.0
195,512,16,16,0.1,random,15.0,True,32.0,0.8711719651069699,0.24630339428279313,0.6248685708241768,33.30252044580822,15.374211715691485,512,0.22559050322710222,0.05314329244916347,0.736227281431129,0.7887115677782024,0.736227281431129,0.0
196,512,16,16,0.1,random,30.0,True,32.0,0.851414229451843,0.24630339428279313,0.6051108351690498,33.42668883694279,15.317101927072823,512,0.43876141360841625,0.21685599662357652,0.38768930037448035,0.39719429158134856,0.38768930037448035,0.0
197,512,16,16,0.1,random,45.0,True,32.0,0.8655149197812995,0.24630339428279313,0.6192115254985063,33.23765932705266,15.40421348453003,512,0.6153465603235472,0.4846289691716737,0.28223245303035294,0.2845099992695078,0.28223245303035294,0.0
198,512,32,32,0.02,random,15.0,True,16.0,0.7189908241326514,0.17133069613002574,0.5476601280026256,17.389451728120754,29.443136448749378,512,0.23739517906147883,0.05818997581844876,1.0214255438744737,1.0243935179462131,1.0214255438744737,0.0
199,512,32,32,0.02,random,30.0,True,16.0,0.6902018011814584,0.17133069613002574,0.5188711050514326,17.30463623150034,29.58744657503897,512,0.45954806656457636,0.23832653242184584,0.5226043265843892,0.526348263265712,0.5226043265843892,0.0
200,512,32,32,0.02,random,45.0,True,16.0,0.6988237846118713,0.17133069613002574,0.5274930884818456,17.307041809208133,29.583334092807974,512,0.6611747368082159,0.5785006364216689,0.3619731892658613,0.36722682425333625,0.3619731892658613,0.0
201,512,32,32,0.05,random,15.0,True,16.0,0.6928034627190401,0.17133069613002574,0.5214727665890144,17.249402910487458,29.68218683608517,512,0.23826744685385207,0.05865205104475494,1.0156861203908878,1.0185290711569874,1.0156861203908878,0.0
202,512,32,32,0.05,random,30.0,True,16.0,0.6881139590380714,0.17133069613002574,0.5167832629080457,17.31096524804199,29.576629186400297,512,0.4550601929058972,0.23365378244143603,0.5310405448302912,0.530577138722961,0.5310405448302912,0.0
203,512,32,32,0.05,random,45.0,True,16.0,0.696600712886238,0.17133069613002574,0.5252700167562123,17.27899558165602,29.63135198341951,512,0.6603190281049152,0.5770043260406978,0.3685421132500108,0.37143020622687906,0.3685421132500108,0.0
204,512,32,32,0.1,random,15.0,True,16.0,0.6780378946360345,0.17133069613002574,0.5067071985060088,17.245745871952618,29.68848107826314,512,0.23999586077737697,0.059464328341596706,1.0153046536206376,1.0216696999220747,1.0153046536206376,0.0
205,512,32,32,0.1,random,30.0,True,16.0,0.6937318263140505,0.17133069613002574,0.5224011301840248,17.244074496583004,29.691358623013095,512,0.4639632642706918,0.24369089090870286,0.5254830960186732,0.5249071095425129,0.5254830960186732,0.0
206,512,32,32,0.1,random,45.0,True,16.0,0.6837966558864406,0.17133069613002574,0.5124659597564148,17.369764939064915,29.476507125810482,512,0.6560763823960605,0.5680239734665298,0.3696607418722172,0.3713276115116456,0.3696607418722172,0.0
207,512,64,64,0.02,random,15.0,True,8.0,0.5232931170167158,0.11704114719613055,0.4062519698205852,9.293711440543042,55.09101538987348,512,0.2367613392515869,0.05782867268048825,1.4043108369350867,1.4058591338610649,1.4043108369350867,0.0
208,512,64,64,0.02,random,30.0,True,8.0,0.5328610161824269,0.11704114719613055,0.4158198689862963,9.283174524970317,55.1535467336953,512,0.4678351631787576,0.2476322079773095,0.7183649597104156,0.7163484453389765,0.7183649597104156,0.0
209,512,64,64,0.02,random,45.0,True,8.0,0.5297518858350393,0.11704114719613055,0.4127107386389087,9.245418590260147,55.378779770921476,512,0.6674077535108943,0.5924661887101974,0.5075373805504815,0.50467647887028,0.5075373805504815,0.0
210,512,64,64,0.05,random,15.0,True,8.0,0.5400683052080205,0.11704114719613055,0.42302715801188995,9.231952739770573,55.45955600426134,512,0.23564900293105814,0.057227174755055954,1.4154241951724404,1.4191374465758653,1.4154241951724404,0.0
211,512,64,64,0.05,random,30.0,True,8.0,0.5517452555622308,0.11704114719613055,0.4347041083661002,9.332675890901418,54.861007280790425,512,0.46421479115407116,0.24321588607711653,0.7172688082478507,0.7202939776345396,0.7172688082478507,0.0
212,512,64,64,0.05,random,45.0,True,8.0,0.5256868862328685,0.11704114719613055,0.40864573903673795,9.291209680419668,55.10584925007029,512,0.6621418753616242,0.5802140137618472,0.5008203010437655,0.5054184371300587,0.5008203010437655,0.0
213,512,64,64,0.1,random,15.0,True,8.0,0.5644784559257151,0.11704114719613055,0.44743730872958454,9.271281855583416,55.22429454473545,512,0.23673576403614693,0.057771297827805934,1.3929554921616178,1.3986749766879871,1.3929554921616178,0.0
214,512,64,64,0.1,random,30.0,True,8.0,0.5179778362791724,0.11704114719613055,0.4009366890830418,9.322219864355203,54.92254070918268,512,0.46284858104586346,0.24191810698636412,0.7226358553752392,0.7204699322325604,0.7226358553752392,0.0
215,512,64,64,0.1,random,45.0,True,8.0,0.5350320005233358,0.11704114719613055,0.4179908533272052,9.316482881199988,54.95636137894701,512,0.661202036975961,0.5774137318729576,0.5041939592272946,0.5049170368794756,0.5041939592272946,0.0
216,512,128,128,0.02,random,15.0,True,4.0,0.411015594225449,0.07662141663581953,0.3343941775896294,5.299725292009157,96.60878098190969,512,0.22989480610171306,0.054421293070014885,1.9632567877961844,1.9570776288508793,1.9632567877961844,0.0
217,512,128,128,0.02,random,30.0,True,4.0,0.37259315791071856,0.07662141663581953,0.295971741274899,5.309908153698176,96.42351339794999,512,0.453764193496802,0.23111446791896045,0.991724683542352,0.9966610783202092,0.991724683542352,0.0
218,512,128,128,0.02,random,45.0,True,4.0,0.37442084778429696,0.07662141663581953,0.2977994311484774,5.276509200654089,97.03384956412684,512,0.6589376463591035,0.5717695716967797,0.6754890877092647,0.6788826391359701,0.6754890877092647,0.0
219,512,128,128,0.05,random,15.0,True,4.0,0.3883360370246395,0.07662141663581953,0.3117146203888199,5.2717104693439705,97.12217751285476,512,0.22891024733433563,0.053946768255264343,1.9705674413864678,1.9651216141793924,1.9705674413864678,0.0
220,512,128,128,0.05,random,30.0,True,4.0,0.4347800984676547,0.07662141663581953,0.3581586818318352,5.276330810807109,97.03713022529011,512,0.4451807201868684,0.22133317082739956,0.9935605025548631,0.9996590004674797,0.9935605025548631,0.0
221,512,128,128,0.05,random,45.0,True,4.0,0.36764572128133544,0.07662141663581953,0.2910243046455159,5.283804015548345,96.8998847219479,512,0.6540369167744322,0.5599653286935763,0.6867652663637198,0.6842557886703917,0.6867652663637198,0.0
222,512,128,128,0.1,random,15.0,True,4.0,0.39827372951026435,0.07662141663581953,0.32165231287444485,5.211678573073115,98.2409012415542,512,0.2279370329315531,0.05343760581146262,1.9714876521273241,1.9661664516238697,1.9714876521273241,0.0
223,512,128,128,0.1,random,30.0,True,4.0,0.4175906806891266,0.07662141663581953,0.3409692640533071,5.248742535240015,97.54717373969787,512,0.45194374614447125,0.22890729298984874,0.994681812734629,0.9919777683349824,0.994681812734629,0.0
224,512,128,128,0.1,random,45.0,True,4.0,0.41850009368169416,0.07662141663581953,0.3418786770458746,5.265485334918382,97.23700047261384,512,0.6538139152434861,0.559646263576128,0.6778931341162209,0.6802978359973408,0.6778931341162209,0.0
